"","gene","ESC","EpiLC","q.value.ESC.EpiLC"
"21179","Plod2",27.1248,35.3828,0.159982
"21180","4933400C23",0,0,1
"21181","Slc9a9",0.00871058,0.0954253,1
"21182","Paqr9",0.294466,0.192808,1
"21183","Pcolce2",26.8611,4.90951,0.000682861
"21184","Atr",12.448,16.0151,0.178122
"21185","Xrn1",10.8882,13.2047,0.355737
"21186","Gk5",11.3677,14.4284,0.252791
"21187","Tfdp2",12.8415,21.7383,0.000682861
"21188","Nmnat3",0.128719,0.100518,1
"21189","Rbp1",4.65517,1.39242,0.000682861
"21190","Rbp2",0,0,1
"21191","Copb2",87.8229,71.6482,0.287374
"21192","Prr23a",0.804916,1.13703,0.388213
"21193","Gm6406",0.3101,0.138904,1
"21194","2410012M07Rik",4.50492,3.21128,0.184214
"21195","7420426K07Rik",0.127495,0.0523719,1
"21196","Foxl2",0.0472573,0.00469157,1
"21197","Faim",21.8648,23.1404,0.875512
"21198","Cep70",14.3327,15.1896,0.860506
"21199","Txndc6",0,0,1
"21200","Dbr1",23.3993,18.4462,0.25025
"21201","A4gnt",0,0,1
"21202","Dzip1l",2.90779,4.58008,0.0293175
"21203","4930519F24Rik",0,0,1
"21204","Stag1",23.8647,20.2043,0.417233
"21205","Msl2",20.9319,15.1666,0.062473
"21206","Ky",0.0424662,0.128981,1
"21207","Anapc13",116.721,119.948,0.942917
"21208","Amotl2",22.6486,14.7762,0.0107095
"21209","Gm5627",0,0.0298381,1
"21210","Ryk",22.8384,23.0302,0.980236
"21211","Slco2a1",0.61747,0.0903076,0.000682861
"21212","Rab6b",1.83038,0.916142,0.00573706
"21213","Topbp1",60.5826,55.7784,0.748436
"21214","5830418P13Rik",0.389004,0.960593,0.00494551
"21215","4932413F04Rik",0.0596641,0,1
"21216","Nphp3",3.16265,7.6486,0.000682861
"21217","Acad11",9.6285,9.8133,0.963367
"21218","Mir2136",0,0,1
"21219","Cpne4",0.119155,0,1
"21220","Mrpl3",36.4755,29.9972,0.362066
"21221","Aste1",4.02758,2.15541,0.00725059
"21222","Pik3r4",20.4377,11.8433,0.000682861
"21223","Mir135a-1",9.2034,20.1037,0.829318
"21224","Wdr82",75.9588,45.4423,0.00126911
"21225","Mirlet7g",0,21.778,1
"21226","Twf2",67.7042,94.8023,0.0435054
"21227","Tlr9",0.0110843,0.0111184,1
"21228","Poc1a",15.0922,8.83683,0.0036817
"21229","Dusp7",4.61256,7.50203,0.0107095
"21230","Rpl29",705.679,583.524,0.349865
"21231","Abhd14b",2.85504,8.65773,0.000682861
"21232","Pcbp4",46.3937,56.6419,0.338517
"21233","Rrp9",89.2664,66.1832,0.092339
"21234","Iqcf1",0.0807448,0.0252365,1
"21235","Iqcf5",0.312167,0.365795,1
"21236","Iqcf6",0,0.0419569,1
"21237","Vprbp",31.3206,33.1501,0.844086
"21238","Cish",1.04259,1.8907,0.0247516
"21239","6430571L13Rik",0.308349,0.190774,1
"21240","Cacna2d2",0.834864,0.601859,0.249913
"21241","Tmem115",10.6941,6.21768,0.0068792
"21242","Nprl2",14.1263,7.40333,0.000682861
"21243","Zmynd10",0.599522,0.596499,0.991326
"21244","Rassf1",7.49991,8.21838,0.787075
"21245","Tusc2",19.2431,10.8408,0.00126911
"21246","Hyal2",20.9065,7.55081,0.000682861
"21247","Hyal1,Nat6",16.2759,7.9955,0.000682861
"21248","Hyal3",1.19253,0.904238,0.869461
"21249","Ifrd2",58.5539,30.278,0.000682861
"21250","Mon1a",2.21378,1.14464,0.00866704
"21251","Mst1r",0.0991643,0.11261,1
"21252","4921517D21Rik",0.00410803,0,1
"21253","Camkv",5.08319,9.55951,0.000682861
"21254","Traip",20.4574,11.5421,0.000682861
"21255","Uba7",0.0296127,0.52027,0.0132559
"21256","Ip6k1",21.2441,23.5455,0.675128
"21257","Gmppb",15.0533,6.72629,0.0260313
"21258","Amigo3",0.336167,0.336611,1
"21259","Mst1",0.996046,0.208358,0.000682861
"21260","Nicn1",10.3795,9.80452,0.871526
"21261","Amt",89.6143,49.1327,0.000682861
"21262","Rhoa",202.049,166.726,0.317629
"21263","Gpx1",426.979,218.996,0.000682861
"21264","Usp4",38.4939,22.6587,0.000682861
"21265","1700102P08Rik",1.13925,0.699306,0.177082
"21266","BC048562",0,0,1
"21267","Ccdc71",13.5011,7.72024,0.00180283
"21268","Lamb2",12.6897,2.77448,0.000682861
"21269","Usp19",36.3191,27.9993,0.159982
"21270","Qars",117.928,84.2102,0.0377192
"21271","Qrich1",50.562,36.2633,0.0506316
"21272","Impdh2",360.233,287.943,0.219818
"21273","Mir191",0,9.73238,1
"21274","Mir425",11.4283,15.9606,1
"21275","Dalrd3",20.6442,12.9434,0.382052
"21276","Slc25a20",61.1053,15.8854,0.000682861
"21277","Prkar2a",28.0519,19.9026,0.0433066
"21278","Ip6k2",7.9925,11.5042,0.0720323
"21279","Nckipsd",8.37684,4.30572,0.000682861
"21280","Celsr3",2.83553,1.2215,0.000682861
"21281","Slc26a6",2.38474,1.83156,0.34767
"21282","Tmem89",0.0415214,0,1
"21283","Uqcrc1",224.957,142.303,0.00277728
"21284","Col7a1",0.35926,0.527698,0.676998
"21285","Ucn2",0.505955,0.677051,0.552712
"21286","Pfkfb4",1.16959,0.820203,0.240873
"21287","Shisa5",11.0962,13.272,0.472193
"21288","Ccdc51",3.00051,2.27303,0.317531
"21289","Plxnb1",3.02195,7.09635,0.000682861
"21290","Spink8",0,0.0238406,1
"21291","Nme6",18.8247,14.3331,0.235612
"21292","Cdc25a",45.8043,59.3386,0.144304
"21293","Mtap4",67.4256,50.8049,0.0952323
"21294","Smarcc1",93.1305,92.2614,0.978512
"21295","Cspg5",1.60758,0.502769,0.000682861
"21296","2610002I17Rik",7.50767,8.57792,0.645005
"21297","Scap",9.96619,12.8262,0.194278
"21298","Ngp",0.0270182,0.0114324,1
"21299","Kif9",0.451023,0.260272,0.096703
"21300","Setd2",23.8074,24.4128,0.728398
"21301","Ccdc12",41.0732,33.0917,0.332154
"21302","Myl3",0.154263,0.297582,1
"21303","Prss42",0.862047,2.92133,0.000682861
"21304","Prss44",0.0405882,2.99004,0.161321
"21305","Prss43",0.156243,0.341193,1
"21306","Prss45",0.0744435,0.481805,1
"21307","Prss46",0.0105923,0.225551,1
"21308","Prss50",1.28679,16.3914,0.000682861
"21309","Als2cl",3.87436,5.77709,0.0298075
"21310","Lrrc2",11.7986,8.12483,0.0518396
"21311","Ltf",0.0183942,0.0669226,1
"21312","Lrrfip2",9.51591,8.45147,0.666382
"21313","Epm2aip1",6.79043,5.03883,0.12126
"21314","Trank1",0.20664,0.464161,0.00411009
"21315","Dclk3",0.612794,0.182954,0.000682861
"21316","2900079G21Rik",0.00399047,0,1
"21317","Clasp2",18.8233,15.6312,0.367285
"21318","Ubp1",33.14,23.1059,0.0344092
"21319","Susd5",0.258796,0.243607,1
"21320","Bcl2a1c",0,0,1
"21321","4930520O04Rik",1.58361,0.847689,0.790226
"21322","Glb1,Tmppe",52.1187,18.161,0.000682861
"21323","Dync1li1",55.1528,48.0576,0.533615
"21324","Cmtm6",33.2483,35.1427,0.851129
"21325","Osbpl10",17.9759,11.4574,0.0129522
"21326","4930428G15Rik",0.15454,0.205432,1
"21327","Gadl1",0.257049,0.269363,1
"21328","Azi2",12.287,12.8939,0.886909
"21329","4933432G23Rik",0.0483056,0.167467,1
"21330","Eomes",4.27762,5.34269,0.405103
"21331","Golga4",29.0516,17.5837,0.000682861
"21332","Itga9",4.48227,0.638164,0.000682861
"21333","Ctdspl",2.39125,3.08513,0.316526
"21334","Mir26a-1",0,0,1
"21335","Vill",5.20623,5.64383,0.818675
"21336","Dlec1",0.143569,0.284948,1
"21337","Acaa1a",14.988,7.43466,0.000682861
"21338","Xylb",3.71032,3.3069,0.720057
"21339","Acvr2b",14.7443,22.6681,0.0171405
"21340","Exog",4.35182,5.07429,0.576235
"21341","Wdr48",15.4551,24.734,0.0267948
"21342","Ttc21a",0.223882,0.59299,0.000682861
"21343","Ccr8",0.0482731,0.035739,1
"21344","Slc25a38",18.3574,9.01328,0.000682861
"21345","Rpsa",1200.29,1042.04,0.554339
"21346","Snora62",7.50451,14.4997,0.217127
"21347","Mobp",3.51894,0.219815,0.000682861
"21348","Myrip",0.0887438,0.0625404,1
"21349","Eif1b",19.8024,26.9244,0.155314
"21350","Entpd3",0.119577,0.0347646,1
"21351","Rpl14",974.858,883.629,0.695291
"21352","Ctnnb1",256.188,252.736,0.970042
"21353","Trak1",17.1622,7.23636,0.000682861
"21354","4930596M17Rik",0,0.0199584,1
"21355","Vipr1",0.0253731,0.0651271,1
"21356","Deb1",19.1813,16.0598,0.590156
"21357","Nktr",15.8517,17.6249,0.6685
"21358","Zfp651",0.415963,1.04437,0.00126911
"21359","Kbtbd5",0.0365139,0.0815618,1
"21360","Ccbp2",0,0.0180894,1
"21361","1700048O20Rik",1.67809,2.76477,0.0661095
"21362","Fam198a",0.0589017,0.157061,1
"21363","Snrk",2.69939,2.7709,0.95074
"21364","Abhd5",2.5289,3.61651,0.130459
"21365","9530059O14Rik",0.0284297,0,1
"21366","Mir138-1",0,0,1
"21367","Gm9524",0.14174,0.304156,1
"21368","D9Ertd402e",2.58984,3.07522,0.573861
"21369","Zfp167",0.394635,0.723818,0.0758743
"21370","Zfp105",8.22176,6.87241,0.503646
"21371","Kif15",32.83,25.38,0.144304
"21372","Tmem42",2.22319,1.93035,0.798579
"21373","Tgm4",1.20787,1.08014,0.8036
"21374","Exosc7",42.7427,67.6501,0.00761292
"21375","Clec3b",0.0232901,0.0849076,1
"21376","Lars2",625.669,1341.84,0.000682861
"21377","Limd1",3.86149,7.49753,0.000682861
"21378","Sacm1l",14.9679,17.2931,0.552712
"21379","Ccr9",0.281674,0.426195,1
"21380","Cxcr6",0.197984,0.209295,1
"21381","Cdkn2d",0,0,1
"21382","Ccr3",0,0,1
"21383","Ccr2",0.160113,0.269055,1
"21384","Ccr5",0,0,1
"21385","Mir101c",0,0,1
"21386","4930433N12Rik",1.50354,1.52843,0.978051
"21387","Aasdhppt",20.038,25.3921,0.243482
"21388","Gria4",0.136766,0.295231,1
"21389","Ddi1",0,0,1
"21390","Dync2h1",1.83935,1.99293,0.806012
"21391","Mmp1b",0,0,1
"21392","Birc2",13.7079,23.6842,0.000682861
"21393","Birc3",1.28637,1.57844,0.547265
"21394","Yap1",43.0324,67.7432,0.00277728
"21395","9230110C19Rik",1.69486,15.8479,0.000682861
"21396","AK129341",1.57304,3.63179,0.000682861
"21397","Arhgap42",4.22401,7.8441,0.000682861
"21398","Cntn5",0.0038283,0.00270111,1
"21399","4930568E12Rik",0.321668,0.251763,1
"21400","Cep57",37.8059,38.3169,0.968294
"21401","Endod1",0.658639,1.01801,0.115163
"21402","Kdm4d",0.159194,0.156365,1
"21403","Amotl1",3.36458,5.75986,0.00126911
"21404","Piwil4",0.149328,1.61382,0.000682861
"21405","Fut4",0.0975042,0.269874,1
"21406","1700012B09Rik",0.0211701,0,1
"21407","Ankrd49",9.92512,12.7831,0.272579
"21408","Folr4",0,1.39122,0.000682861
"21409","Panx1",5.15005,4.79645,0.849145
"21410","Hephl1",0,0.00888855,1
"21411","Med17",24.226,15.596,0.00795595
"21412","4931406C07Rik",8.67041,6.17668,0.707016
"21413","5830418K08Rik",18.8604,17.6019,0.869813
"21414","Scarna9",331.821,899.14,0.679375
"21415","Ccdc67",0.0311524,0.0970922,1
"21416","Mtnr1b",0,0,1
"21417","Fat3",0.0232183,0.152959,1
"21418","Naalad2",0.329038,0.335904,1
"21419","Zfp558",1.33207,2.14691,0.053503
"21420","Olfr24",0.0420948,0.0460756,1
"21421","Olfr828",0,0,1
"21422","Olfr843",0,0,1
"21423","Olfr846",0,0,1
"21424","Olfr847",0.0211331,0,1
"21425","Olfr850",0,0,1
"21426","Olfr853",0,0,1
"21427","Olfr854",0,0,1
"21428","Olfr856-ps1",137.424,52.5466,0.000682861
"21429","Olfr860",0,0,1
"21430","Olfr862",0,0,1
"21431","Olfr866",0,0,1
"21432","Olfr867",0,0,1
"21433","Olfr870",0,0,1
"21434","Olfr18",0.0107172,0.0639249,1
"21435","Zfp560",0.616358,0.919769,0.171609
"21436","Zfp26",3.75499,3.46905,0.792194
"21437","Rex16",3.16466,3.92995,0.420886
"21438","Zfp266",13.5303,20.8495,0.0045329
"21439","Fbxl12",9.20931,5.94123,0.351967
"21440","Olfm2",1.14164,0.599442,0.0506316
"21441","Col5a3",1.39298,0.5892,0.000682861
"21442","Angptl6",3.62762,5.79847,0.260984
"21443","Eif3g",192.69,140.977,0.0697747
"21444","Dnmt1",98.0674,72.5766,0.0832036
"21445","S1pr2",14.3182,17.3282,0.378853
"21446","Mir1900",0,0,1
"21447","Zglp1",1.39994,3.61997,0.00126911
"21448","Fdx1l,Raver1",90.451,78.8816,0.655798
"21449","Tyk2",10.9228,7.85544,0.0686152
"21450","Cdc37",111.989,90.5414,0.272341
"21451","Keap1",13.3531,7.2672,0.000682861
"21452","S1pr5",0.233485,0.150585,1
"21453","Kri1",32.7968,19.5708,0.0138802
"21454","Cdkn2d",0.39417,0.360232,1
"21455","Ap1m2",6.17221,15.3828,0.000682861
"21456","Gm16853",0.345879,0.386048,1
"21457","Mir199a-1",0,21.5659,1
"21458","Tmed1",29.0741,20.8282,0.512713
"21459","Yipf2",38.2589,32.5316,0.770217
"21460","Gm7904",0.0462069,0.36613,1
"21461","Spc24",60.8919,37.3028,0.00230466
"21462","Kank2",45.5129,20.7009,0.000682861
"21463","Dock6",36.9367,19.535,0.000682861
"21464","Rab3d",3.21768,5.01419,0.0293175
"21465","Tmem205",11.3462,23.6158,0.000682861
"21466","Epor",0.63843,0.680731,0.91781
"21467","Rgl3",0.0518263,1.74134,0.00126911
"21468","Ccdc151",1.70146,0.996,0.0603294
"21469","Elavl3",2.1906,4.77079,0.000682861
"21470","Zfp653",3.07386,3.82562,0.794315
"21471","Ecsit",28.6722,35.6307,0.3342
"21472","Elof1",34.1653,30.081,0.632038
"21473","Acp5",16.8645,27.2071,0.0153913
"21474","1810064F22Rik",0.980737,1.64629,0.0736911
"21475","Zfp599",7.74145,6.3803,0.423401
"21476","Zfp810",2.97529,3.20428,0.846253
"21477","Gm6607",0.557432,0.698264,0.796871
"21478","Anln",60.6373,69.9146,0.51297
"21479","Rp9",26.9716,31.62,0.510953
"21480","Dpy19l1",18.3935,30.1576,0.00126911
"21481","Dpy19l2",0,0.0394288,1
"21482","Tbx20",1.0652,0.405451,0.0150891
"21483","Herpud2",7.63125,11.8989,0.0156878
"21484","Glb1l2",1.16163,1.71928,0.140198
"21485","Glb1l3",0,0.0048056,1
"21486","Gm1110",0,0.0155534,1
"21487","Acad8",10.1995,7.54087,0.134793
"21488","Vps26b",13.2378,15.1983,0.627738
"21489","Jam3",11.6741,2.85085,0.000682861
"21490","Ntm",0.108569,0.0622258,1
"21491","Adamts15",0.723301,0.829728,0.725578
"21492","St14",13.1628,26.2482,0.000682861
"21493","Mir3471-1",33.0171,51.0765,0.694275
"21494","Aplp2",91.3232,78.7277,0.488379
"21495","Tmem45b",0.533826,0.89889,0.178122
"21496","Barx2",0.0128682,1.49372,0.457828
"21497","Kcnj5",0.101946,0.182944,1
"21498","Fli1",0.166697,0.182984,1
"21499","St3gal4",7.94368,4.905,0.35777
"21500","Dcps",49.2225,42.5391,0.59191
"21501","Tirap",2.96323,2.56407,0.626735
"21502","Foxred1",17.6086,14.1832,0.315092
"21503","Fam118b",13.9295,11.1818,0.821864
"21504","Ddx25",2.68846,3.75449,0.228643
"21505","Hyls1",16.6237,10.9207,0.215975
"21506","Pate4",0.166238,0.0686085,1
"21507","Gm17365",0.0287466,0.0302524,1
"21508","Gm17252",0,0,1
"21509","Gm17727",0,0,1
"21510","D730048I06Rik",0,0.0301188,1
"21511","9230110F15Rik",0,0,1
"21512","Gm3428",0,0,1
"21513","Gm5916",0,0,1
"21514","Gm3434",0,0,1
"21515","Gm5615",0.144653,0.225548,1
"21516","Gm17689",0,0,1
"21517","A630095E13Rik",0,0,1
"21518","1700027I24Rik",0.0206986,0,1
"21519","Chek1",27.4429,25.4718,0.798456
"21520","Stt3a",108.119,90.2205,0.359157
"21521","Ei24",63.5844,73.2976,0.518347
"21522","Pknox2",1.54921,2.1583,0.208975
"21523","Slc37a2",0.667152,1.17769,0.0355859
"21524","Ccdc15",1.84419,3.41061,0.00573706
"21525","Robo3",0.0346915,0.152081,1
"21526","Nrgn",1.8022,2.64794,0.200344
"21527","Spa17",1.7143,2.2885,0.495451
"21528","Tbrg1",98.5645,142.281,0.0218415
"21529","Panx3",0,0.00469563,1
"21530","Olfr160",0.0213066,0,1
"21531","Olfr151",0,0,1
"21532","Olfr891",0,0,1
"21533","Olfr915",0.0322228,0,1
"21534","Olfr916",0,0,1
"21535","Olfr917",0,0,1
"21536","Olfr918",0,0,1
"21537","Olfr919",0,0,1
"21538","Olfr934",0,0,1
"21539","Olfr935",0,0,1
"21540","Olfr146",0,0,1
"21541","Olfr936",0,0,1
"21542","Olfr937",0,0,1
"21543","Olfr938",0,0,1
"21544","Olfr1537-ps1",0,0,1
"21545","Olfr945",0,0,1
"21546","Olfr947-ps1",0,0,1
"21547","Olfr948",0,0,1
"21548","Olfr952",0,0.0146379,1
"21549","Olfr955",0,0,1
"21550","Olfr44",0,0,1
"21551","Olfr957",0,0,1
"21552","Olfr958",0,0,1
"21553","Olfr959",0,0,1
"21554","AW551984",0.31178,0.571445,0.0460449
"21555","Olfr149",0,0,1
"21556","Olfr968",0,0.0779164,1
"21557","Olfr975",0.0705871,0,1
"21558","Olfr976",0.156039,0.00960555,1
"21559","Olfr979",0,0.0129013,1
"21560","Olfr980",0.0202847,0,1
"21561","Olfr983",0.0657869,0.0402069,1
"21562","Olfr984",0.0137611,0.0358844,1
"21563","Olfr985",4.12662,0.987646,0.000682861
"21564","Gramd1b",5.98775,4.54282,0.244364
"21565","4931429I11Rik",0.00308292,0.0319008,1
"21566","Crtam",0,0.136802,1
"21567","Ubash3b",0.108693,0.648328,0.000682861
"21568","Sorl1",25.2315,13.3731,0.000682861
"21569","4930546K05Rik",0.1725,0.209209,1
"21570","Sc5d",10.0354,16.1206,0.0083129
"21571","Tecta",0.0559043,0.00968336,1
"21572","Tbcel",9.03189,11.9348,0.149274
"21573","Grik4",0.545323,0.0728896,0.000682861
"21574","Arhgef12",9.77041,9.17406,0.82787
"21575","Tmem136",3.97092,2.5933,0.0605313
"21576","Pou2f3",12.8578,4.61889,0.000682861
"21577","Oaf",1.65253,0.904713,0.0288219
"21578","Rnf26",25.5964,24.1071,0.842356
"21579","Cbl",15.4897,16.9427,0.737442
"21580","Pdzd3",0.074701,0.103563,1
"21581","Nlrx1",0.269223,0.303518,1
"21582","Abcg4",0.125795,0.0343566,1
"21583","Hinfp",11.8865,11.5776,0.943795
"21584","C2cd2l",3.05421,0.865592,0.000682861
"21585","Hmbs",53.8707,49.0437,0.720107
"21586","Vps11",20.2807,14.1652,0.0460449
"21587","Trappc4",35.8484,39.325,0.740704
"21588","Ccdc84",5.78751,4.07254,0.931966
"21589","Foxr1",3.53621,5.73624,0.0332026
"21590","Upk2",0.325411,0.435778,1
"21591","Cxcr5",0.012938,0.0510827,1
"21592","Phldb1",3.55419,2.79627,0.310553
"21593","Arcn1",63.4316,65.2385,0.93284
"21594","Tmem25",0.254575,0.403721,1
"21595","Ttc36",0.0735292,0.0387061,1
"21596","Mll1",10.5633,12.6796,0.354832
"21597","Atp5l",274.391,289.438,0.859075
"21598","Ube4a",13.2327,6.71469,0.000682861
"21599","Cd3g",0.0314242,0.0132471,1
"21600","Cd3e",0.968343,0.585865,0.159714
"21601","Gm10684",0.00510929,0,1
"21602","Tmprss4",0,0.66934,0.000682861
"21603","Il10ra",0,0.0170482,1
"21604","1700003G13Rik",0.0309662,0.0355384,1
"21605","4833428L15Rik",0.0244074,0.0729035,1
"21606","Cep164",8.8122,7.42865,0.445004
"21607","Rnf214",7.53902,6.78736,0.782099
"21608","Tagln",0.690622,2.36513,0.318973
"21609","Sidt2",9.10941,15.5547,0.000682861
"21610","Pafah1b2",18.5862,18.9038,0.961764
"21611","Apoc3",0,0,1
"21612","4931429L15Rik",0.420599,0.250433,1
"21613","Gm10677",1.78646,2.57895,0.733361
"21614","Fam55b",0.019375,0.0115658,1
"21615","Rexo2",51.8176,40.8206,0.254894
"21616","Rbm7",32.5486,24.2063,0.122733
"21617","Nnmt",0.0615006,0.0279743,1
"21618","Zbtb16",0.14927,0.0729082,1
"21619","Htr3a",0.0971443,2.56226,0.000682861
"21620","Htr3b",0.0138845,0.111525,1
"21621","Ankk1",0.0103854,0.0742987,1
"21622","Ttc12",2.67452,5.34585,0.000682861
"21623","Ncam1",8.94443,1.69106,0.000682861
"21624","2310014F07Rik",0.0111497,0.0371812,1
"21625","Pts",4.4669,5.64714,0.479775
"21626","Bco2",0.0713693,0.513119,0.0492414
"21627","Tex12",0.148987,2.42868,0.161321
"21628","Sdhd",97.2332,93.2822,0.894102
"21629","AU019823",10.8177,12.1417,0.771179
"21630","Dlat",22.7652,20.3735,0.648291
"21631","Dixdc1",2.52746,1.50611,0.0159807
"21632","2310030G06Rik",2.69995,4.97463,0.0153913
"21633","Hspb2",2.34756,7.9889,0.000682861
"21634","1110032A03Rik",1.95503,1.52364,0.476625
"21635","Sik2",5.596,5.52704,0.988984
"21636","Layn",0.341331,0.565519,0.189029
"21637","4833427G06Rik",0,0.14942,1
"21638","Mir34c",0,0,1
"21639","Mir34b",0,0,1
"21640","Gm684",0.00963629,0.104499,1
"21641","1810046K07Rik",0,0,1
"21642","9230115E21Rik",0.0326499,0.134785,1
"21643","Fdx1",13.6047,13.9992,0.950971
"21644","Gm6981",1.94643,1.86693,0.991187
"21645","Zc3h12c",0.984418,1.25999,0.392092
"21646","AI593442",0.149818,0.117452,1
"21647","Ddx10",40.224,31.6353,0.204115
"21648","Atm",13.8121,13.2599,0.895737
"21649","Acat1",8.0711,12.7054,0.0144923
"21650","Cul5",28.2415,18.5259,0.00901637
"21651","Rab39",2.08469,2.65003,0.452273
"21652","Elmod1",0.0107743,0.0145794,1
"21653","Tnfaip8l3",0.144864,0.253261,1
"21654","Cyp19a1",0.0850529,0.105644,1
"21655","1700104A03Rik",0,0,1
"21656","Dmxl2",2.76009,2.28423,0.431244
"21657","Cib2",0.473214,9.16832,0.000682861
"21658","Acsbg1",0.124912,0.377443,1
"21659","Wdr61",62.4645,67.9648,0.761158
"21660","AY074887",15.2693,13.9407,0.961002
"21661","Chrna3",0.0273134,0.0276331,1
"21662","Chrnb4",0.393837,2.1529,0.000682861
"21663","Nrg4",4.71303,6.06581,0.797635
"21664","Etfa",49.3435,44.0742,0.669072
"21665","Scaper",4.88669,5.65733,0.572682
"21666","Rfpl3s",0.0173302,0.0368689,1
"21667","Tspan3",30.8212,39.1614,0.230655
"21668","C230081A13Rik",6.24124,5.14197,0.347755
"21669","Lingo1",0.449743,0.444612,0.983058
"21670","Odf3l1",0,0.0776658,1
"21671","Snx33",0.183679,0.557556,0.000682861
"21672","Gm10658",1.72085,2.80781,0.536972
"21673","Neil1",7.50444,4.09499,0.00901637
"21674","Commd4",70.57,43.3173,0.0036817
"21675","1700017B05Rik",8.82804,16.5913,0.000682861
"21676","Ppcdc",5.92323,7.28107,0.404598
"21677","Scamp5",18.5372,12.1874,0.0110398
"21678","Mpi",28.4163,17.2489,0.00277728
"21679","Cplx3",0.00970917,0.0254096,1
"21680","Lman1l",0.00666048,0.0338388,1
"21681","Csk",19.8514,18.7818,0.863126
"21682","Cyp1a2",0.0184308,0.0195812,1
"21683","Clk3",15.3127,15.7913,0.933037
"21684","Arid3b",19.2662,29.0013,0.0107095
"21685","Ccdc33",0.0829536,0.238991,1
"21686","Islr",0.0296834,0.305899,1
"21687","Islr2",5.79369,1.92418,0.000682861
"21688","Pml",46.0191,74.638,0.00126911
"21689","Loxl1",0.325688,2.96563,0.000682861
"21690","Tbc1d21",0.0114238,0.0121517,1
"21691","Cd276",4.96977,20.0437,0.000682861
"21692","2410076I21Rik",23.8078,19.9405,0.849506
"21693","Neo1",10.9259,6.76682,0.00180283
"21694","Bbs4",6.04084,9.51996,0.018542
"21695","Arih1",31.1547,29.0873,0.807758
"21696","Gm20199",0.993506,0.919861,0.97817
"21697","Tmem202",0.0097003,0,1
"21698","Senp8",3.22015,4.08408,0.355649
"21699","Nr2e3",0.143029,0.0368008,1
"21700","Thsd4",0.069108,0.107243,1
"21701","9230112J17Rik",0.215188,0.309005,1
"21702","Lrrc49",1.68171,1.25395,0.343046
"21703","B930092H01Rik",0.120026,0.0877995,1
"21704","Rplp1",3819.07,2901.91,0.139378
"21705","Kif23",45.7642,45.4928,0.985592
"21706","Paqr5",0.124611,0.349583,1
"21707","Glce",7.74429,7.90006,0.956535
"21708","Mir5133",116.194,97.5589,0.914621
"21709","A730043L09",0.247029,0.240676,1
"21710","Spesp1",0.432378,0.268399,1
"21711","Coro2b",6.25974,5.18128,0.465597
"21712","Fem1b",83.4443,77.0475,0.76499
"21713","Gm10653",29.668,16.6466,0.290674
"21714","Pias1",8.80891,17.8004,0.000682861
"21715","Skor1",0.0211183,0.185208,1
"21716","Map2k5",7.66997,4.81659,0.0223973
"21717","2300009A05Rik",2.0022,5.36104,0.00126911
"21718","Iqch",0,0.0283529,1
"21719","Smad3",4.71682,15.6986,0.000682861
"21720","Smad6",3.5398,3.70709,0.919423
"21721","1700055C04Rik",0,0,1
"21722","Zwilch",53.8737,53.6538,0.990714
"21723","Map2k1",62.8288,66.7587,0.83328
"21724","Dis3l",7.73786,9.83133,0.255948
"21725","Rab11a",18.9893,23.4114,0.337654
"21726","Slc24a1",0.314228,1.18418,0.000682861
"21727","Ptplad1",15.9601,16.9087,0.859256
"21728","Kbtbd13",0.110085,0.714616,0.000682861
"21729","Ostb",0,0,1
"21730","Plekho2",3.76021,3.05571,0.42509
"21731","Zfp609",12.3697,18.6528,0.0107095
"21732","Trip4",6.88728,7.76067,0.802938
"21733","Snx22",31.8233,29.873,0.877051
"21734","Snx1",21.1654,12.1219,0.00230466
"21735","Fbxl22",0.395166,0.620508,0.741913
"21736","Usp3",10.6743,14.5068,0.133799
"21737","Aph1b",0.246295,0.279452,1
"21738","Aph1c",0.526077,0.483105,0.865805
"21739","Rab8b",4.88762,6.48281,0.191526
"21740","Lactb",4.25297,3.01062,0.168003
"21741","Tpm1",36.5195,84.9263,0.000682861
"21742","Tln2",7.23221,6.53794,0.687817
