"","gene","ESC","EpiLC","q.value.ESC.EpiLC"
"13227","Mnd1",17.3574,33.9036,0.000682861
"13228","Trim2",9.29242,4.19306,0.000682861
"13229","4930565D16Rik",0,0,1
"13230","Fhdc1",0.170879,0.495382,0.000682861
"13231","Arfip1",9.50689,13.1945,0.0963771
"13232","Dear1",5.88102,6.13373,0.982892
"13233","Fam160a1",0.26487,0.701759,0.000682861
"13234","Glt28d2",0.128372,0.212918,1
"13235","Prss48",0.653149,0.722747,0.878831
"13236","Rps3a",1853.36,1763.51,0.874271
"13237","Snord73a",147.295,123.391,0.257722
"13238","Rnu73b",149.155,115.218,0.30061
"13239","Mab21l2",0.0238486,0.0359039,1
"13240","Dclk2",8.11397,5.41464,0.0348779
"13241","Cd1d1",2.40392,2.42029,0.99013
"13242","Kirrel",7.66463,3.91013,0.000682861
"13243","Fcrls",0,0.0121579,1
"13244","4933430H15Rik",2.0629,1.7954,0.867936
"13245","Pear1",0.0573022,0.110513,1
"13246","Ntrk1",0.211522,0.771434,0.000682861
"13247","Prcc",42.5775,28.0307,0.011364
"13248","Rrnad1",14.5703,18.8023,0.431835
"13249","Bcan",0.986213,0.222366,0.000682861
"13250","Hapln2",0.0462429,0.0627552,1
"13251","Apoa1bp",50.8531,40.1424,0.268336
"13252","Ttc24",0.024948,0.0309727,1
"13253","1700113A16Rik",4.31891,7.16682,0.053503
"13254","Rhbg",1.27715,1.43952,0.800408
"13255","1700021C14Rik",13.6086,24.1008,0.0132559
"13256","Tmem79",4.83706,6.37355,0.242
"13257","Bglap-rs1",3.00321,1.74346,0.117279
"13258","Bglap2",0,0.0404399,1
"13259","Bglap",0.104057,0.0726597,1
"13260","Pmf1",72.8215,73.7878,0.971704
"13261","Slc25a44",10.6014,3.97947,0.000682861
"13262","Sema4a",4.57505,1.9553,0.000682861
"13263","Lmna",17.3072,9.50397,0.00126911
"13264","Mir1905",1664.25,429.624,0.623635
"13265","Rab25",1.01164,18.964,0.000682861
"13266","Lamtor2",105.697,94.8439,0.687444
"13267","Rxfp4",0,0.0144707,1
"13268","Syt11",1.12788,2.97996,0.000682861
"13269","1500004A13Rik",2.50822,2.85779,0.870382
"13270","Msto1",68.1537,54.6531,0.455656
"13271","Dap3",20.9771,23.6911,0.604442
"13272","Rusc1",5.71121,2.46547,0.000682861
"13273","Fdps",88.1007,213.06,0.000682861
"13274","Mir720",0,0,1
"13275","Hcn3",1.30023,2.38428,0.0110398
"13276","Mtx1",34.4755,29.4271,0.498524
"13277","Mir92b",0,27.4042,1
"13278","Trim46",0.353882,1.61635,0.000682861
"13279","Slc50a1",8.27156,10.4842,0.387296
"13280","Efna1",0.920698,3.27007,0.000682861
"13281","Efna3",6.34036,2.4365,0.000682861
"13282","Efna4",8.44842,3.41287,0.000682861
"13283","Adam15",8.80649,4.65422,0.000682861
"13284","Dcst1",0.0302856,0.0271308,1
"13285","Zbtb7b",6.22581,4.37705,0.115163
"13286","Flad1,Lenep",14.8169,11.9947,0.402094
"13287","Cks1b",120.392,195.879,0.00180283
"13288","Chrnb2",0.251225,0.535036,0.634016
"13289","Il6ra",2.89945,0.190884,0.000682861
"13290","Atp8b2",18.1199,6.05823,0.000682861
"13291","Hax1",92.4891,79.8702,0.50573
"13292","Ubap2l",98.7533,80.0516,0.303715
"13293","Rps27",2500.44,2487.91,0.986631
"13294","Creb3l4",1.56279,0.949351,0.111641
"13295","Slc27a3",5.42523,9.17177,0.00725059
"13296","Ints3",45.3436,37.9588,0.38222
"13297","Npr1",5.81999,7.08998,0.392446
"13298","Snapin",24.6334,23.0972,0.93458
"13299","2500003M10Rik",65.388,45.7774,0.0341671
"13300","S100a1",8.56359,3.23652,0.000682861
"13301","S100a9",0,0,1
"13302","9130204L05Rik",0.695957,1.04035,0.575271
"13303","Lor",0.213263,0.204291,1
"13304","Prr9",0,0,1
"13305","Lelp1",0,0,1
"13306","Sprr1b",0,0,1
"13307","Sprr3",0,0,1
"13308","Sprr1a",0,0,1
"13309","Sprr4",0,0,1
"13310","Ivl",0.0272747,0.0601651,1
"13311","Smcp",0,0,1
"13312","Lce6a",0,0,1
"13313","Lce1a1",0,0,1
"13314","Lce1b",0,0,1
"13315","Lce1a2",0,0,1
"13316","Lce1d",0,0,1
"13317","Lce1e",0,0,1
"13318","Lce1f",0,0,1
"13319","Lce1g",0,0,1
"13320","Lce1h",0,0,1
"13321","Lce1i",0,0,1
"13322","Lce1k",0,0,1
"13323","Kprp",0,0.0134915,1
"13324","Lce1l",0,0,1
"13325","2310050C09Rik",0,0,1
"13326","Lce3a",0,0,1
"13327","Crct1",0.215808,1.74515,0.0462616
"13328","Lce1m",0,0,1
"13329","Tdpoz2",0.0923354,0.0382663,1
"13330","Tdpoz1",0.0171529,0.00517863,1
"13331","Gm9125",0,0,1
"13332","Gm10697",0,0,1
"13333","Gm9125",0,0,1
"13334","Tdpoz5",0,0,1
"13335","Gm10696",0.782889,0.274888,0.00230466
"13336","Oaz3",0.0250229,0.170624,1
"13337","Riiad1",0.145139,0.150456,1
"13338","Snx27",21.2914,30.8304,0.0250211
"13339","Tuft1",2.25848,3.82338,0.0171405
"13340","BC021767",0.255504,1.9159,0.000682861
"13341","Cgn",3.55236,19.9148,0.000682861
"13342","Psmb4",228.671,250.391,0.717049
"13343","Zfp687",14.8843,19.5554,0.240025
"13344","Psmd4",148.484,113.874,0.129871
"13345","Pip5k1a",16.2131,12.8161,0.260503
"13346","Scnm1",26.6682,17.4828,0.0464666
"13347","Tnfaip8l2",0.610332,0.265562,0.529391
"13348","Gabpb2",14.5933,13.5709,0.78884
"13349","Mllt11",5.95099,8.33372,0.113475
"13350","Gm128",1.78951,1.86119,0.945023
"13351","Bnipl",0.969223,10.3232,0.000682861
"13352","Prune",27.8695,34.036,0.30863
"13353","Anxa9",0.87358,0.974965,0.964273
"13354","Setdb1",53.6873,31.6035,0.00323854
"13355","4930558C23Rik",0.419614,0.173399,1
"13356","Adamtsl4",1.08655,1.05299,0.953766
"13357","Ecm1",0.863682,1.2382,0.280596
"13358","Tars2",36.4455,30.1578,0.360635
"13359","Rprd2",12.6578,10.824,0.475092
"13360","Prpf3",35.2548,26.0369,0.0947298
"13361","Mrps21",87.9779,90.243,0.947681
"13362","Gm129",3.78306,5.01729,0.452115
"13363","BC028528",6.69863,7.53494,0.925219
"13364","Car14",0.88967,4.65264,0.179119
"13365","Plekho1",1.35956,0.70544,0.0512545
"13366","Vps45",4.36997,4.03041,0.820837
"13367","Bola1",18.1953,15.3136,0.567799
"13368","Hist2h2ac",0.121045,0.156023,1
"13369","Hist2h3c2",0.0796066,0.0954599,1
"13370","Hist2h2aa1",0,0,1
"13371","Hist2h4",1.61584,0.560394,0.436177
"13372","Fcgr1",0.00742604,0.01357,1
"13373","Terc",1.68172,1.17434,0.578084
"13374","BC107364",0.268695,0.392276,1
"13375","Gm15441",1.26588,1.97215,0.93561
"13376","Polr3gl",5.81501,3.52295,0.0379514
"13377","6330549D23Rik",0.319387,0.38918,1
"13378","Nudt17",3.19618,4.61755,0.631784
"13379","Polr3c",30.0984,21.5062,0.0744176
"13380","Cd160",0.128796,0.0920247,1
"13381","4930442L01Rik",0.00464645,0.204617,1
"13382","Gpr89",10.5456,14.5794,0.118844
"13383","Gja8",0.0130657,0.0185133,1
"13384","Bcl9",7.223,6.77829,0.848885
"13385","Olfr1402",0,0,1
"13386","Chd1l",15.3449,15.3527,0.998402
"13387","Pde4dip",4.83989,4.48017,0.805412
"13388","Phgdh",51.4528,102.965,0.000682861
"13389","Hsd3b4",0,0,1
"13390","Hsd3b4",0,0,1
"13391","Hsd3b5",0,0,1
"13392","Hsd3b2",0,0.00680555,1
"13393","Hsd3b3",0.012091,0.0345956,1
"13394","Hsd3b6",0.00777888,0,1
"13395","Hsd3b1",0,0,1
"13396","Hao2",0,0,1
"13397","Wdr3",38.7005,43.202,0.651696
"13398","Fam46c",0.849483,1.10824,0.470612
"13399","Man1a2",7.77374,9.83793,0.222276
"13400","Ttf2",22.6606,39.8569,0.000682861
"13401","Cd101",0.017366,0.0221388,1
"13402","Ptgfrn",23.8056,24.738,0.904053
"13403","Cd2",0.389409,0.331304,1
"13404","Atp1a1",139.98,117.69,0.385818
"13405","Mab21l3",0.921083,2.55313,0.000682861
"13406","Slc22a15",0.691093,0.643284,0.877417
"13407","Vangl1",22.8433,6.97843,0.000682861
"13408","2410057H14Rik",0.0665011,0.087886,1
"13409","Tshb",0.0288022,0.0960548,1
"13410","Sycp1",2.81136,2.43658,0.666986
"13411","Nr1h5",0.145675,0.104772,1
"13412","Olfml3",0.181737,0.153398,1
"13413","Hipk1",14.7159,16.8785,0.536248
"13414","Dclre1b",3.48679,3.21609,0.820179
"13415","A130049A11Rik",3.53267,6.66679,0.250652
"13416","Magi3",4.31675,2.69158,0.00936045
"13417","Lrig2",6.08391,4.86842,0.303446
"13418","Fam19a3",0.0342532,0.0995675,1
"13419","Mov10",101.296,45.1297,0.000682861
"13420","Capza1",74.5724,62.1834,0.360777
"13421","Wnt2b",0.274689,0.28358,1
"13422","Cttnbp2nl",5.6252,5.02028,0.687378
"13423","1700095B22Rik",0.0520806,0.0134957,1
"13424","Ddx20",38.1634,26.5377,0.0374917
"13425","Rap1a",21.86,34.2797,0.0182803
"13426","I830077J02Rik",0.0473347,0.0125877,1
"13427","Atp5f1",163.729,151.66,0.876305
"13428","1700027A23Rik",0.270055,1.65514,0.242436
"13429","Chi3l3",0.0232973,0.00891425,1
"13430","Chi3l4",0,0,1
"13431","BC051070",0,0,1
"13432","2010016I18Rik",0,0.0851555,1
"13433","Cept1",10.2531,8.43954,0.433948
"13434","Cd53",0.0201089,0.0172954,1
"13435","Olfr266",0,0,1
"13436","Cym",0.0099071,0.0105384,1
"13437","Prok1",0,0,1
"13438","Rbm15",15.6696,17.1522,0.743844
"13439","Kcnc4",0.187274,0.150985,1
"13440","Slc6a17",0.0497074,0.0540374,1
"13441","Ubl4b",0,0.00923062,1
"13442","Fam40a",19.6171,14.2983,0.0787138
"13443","Ahcyl1",33.7337,57.6669,0.00126911
"13444","Csf1",0.0217542,0.188873,1
"13445","4933431E20Rik",0.611449,1.98397,0.000682861
"13446","Gstm7",1.35646,1.46621,0.893184
"13447","Gstm6",1.02653,2.79722,0.000682861
"13448","Gstm3",1.33554,4.64466,0.000682861
"13449","Gstm2",16.6155,17.5176,0.889433
"13450","Gstm1",29.9219,33.0128,0.737529
"13451","Gstm4",4.88771,7.42866,0.0751551
"13452","Ampd2",18.6761,19.1935,0.939197
"13453","Gnai3",46.1284,60.8099,0.11474
"13454","Gpr61",0.0191703,0.129378,1
"13455","Cyb561d1",1.20341,1.18822,0.979888
"13456","Atxn7l2",4.44414,8.96619,0.000682861
"13457","Sypl2",0.166028,0.619984,0.000682861
"13458","Gm12522",0.15639,0.630532,0.00126911
"13459","Celsr2",1.10159,0.725401,0.0691938
"13460","Sars",54.5695,35.0759,0.00411009
"13461","5330417C22Rik",0.018228,0.0937384,1
"13462","Scarna2",269.391,72.7438,0.545429
"13463","Tmem167b",11.178,9.32045,0.445792
"13464","Gpsm2",8.11184,9.87184,0.512581
"13465","Stxbp3a",8.05377,7.83107,0.945689
"13466","Fndc7",0.0531843,0.0609843,1
"13467","Prpf38b",48.9034,36.3211,0.0920348
"13468","Fam102b",0.637158,1.74721,0.000682861
"13469","Ntng1",0.0051427,0.0276183,1
"13470","Prmt6",12.2329,4.71302,0.000682861
"13471","Amy2b",0,0,1
"13472","Amy2a5",0,0,1
"13473","Amy2a4",0,0,1
"13474","Amy2a3",0,0,1
"13475","Amy2a2",0,0,1
"13476","Amy1",0.0671173,0.0694721,1
"13477","Rnpc3",11.0448,10.7063,0.941488
"13478","S1pr1",0.446088,0.12349,0.00180283
"13479","A930005H10Rik",6.28055,5.75343,0.856263
"13480","Slc30a7",3.63134,4.70441,0.210153
"13481","Vcam1",0.00319885,0.01407,1
"13482","Gpr88",0,0.0033482,1
"13483","Cdc14a",2.08376,1.55514,0.299141
"13484","Rtcd1",23.4266,23.7359,0.972428
"13485","Ccdc76",4.07302,5.2268,0.613055
"13486","Hiat1",44.2243,40.0991,0.699779
"13487","Slc35a3",8.27005,12.6097,0.0267948
"13488","Agl",5.00152,7.36399,0.0231929
"13489","Palmd",0.0313158,0.11395,1
"13490","1700061I17Rik",0,0,1
"13491","D3Bwg0562e",0.0359739,0.0292849,1
"13492","Snx7",2.38979,2.7476,0.721404
"13493","Ptbp2",10.138,14.9581,0.0372527
"13494","Rwdd3",2.32905,4.00613,0.0386639
"13495","Tmem56",0.380374,0.253152,1
"13496","Slc44a3",0.601586,1.2918,0.00795595
"13497","A730020M07Rik",0.0837435,0.034098,1
"13498","Abcd3",27.8563,12.3535,0.000682861
"13499","Mir760",0,0,1
"13500","Fnbp1l",26.1852,29.4202,0.626164
"13501","4930447N08Rik",0.0214344,0.0695546,1
"13502","4933405D12Rik",1.65475,2.2639,0.427663
"13503","Usp53",5.90312,10.1679,0.00230466
"13504","Myoz2",0,0,1
"13505","Synpo2",0.126968,0.724017,0.000682861
"13506","Mettl14",19.1072,18.4566,0.919537
"13507","Snhg8",28.5038,17.015,0.0107095
"13508","Ndst3",0.0792349,0.0897334,1
"13509","1700006A11Rik",0,0,1
"13510","1700003H04Rik",0,0,1
"13511","Ugt8a",0.999227,2.71835,0.000682861
"13512","Ank2",1.43143,2.47537,0.00795595
"13513","Larp7",38.97,45.0689,0.517463
"13514","Alpk1",0,0.245569,1
"13515","Ap1ar",21.5289,19.2188,0.663853
"13516","5730508B09Rik",1.45855,1.68624,0.751489
"13517","D030025E07Rik",0,0,1
"13518","Enpep",0.0214138,0.0190026,1
"13519","Egf",0.124848,0.218571,1
"13520","Lrit3",0,0,1
"13521","Rrh",0,0.0572053,1
"13522","Gar1",88.4494,71.4075,0.28463
"13523","Ccdc109b",0,0,1
"13524","Sec24b",12.4744,15.096,0.358901
"13525","Ostc",107.707,91.6311,0.443944
"13526","Rpl34,Rpl34-ps1",1973.75,1876.71,0.864431
"13527","Hadh",74.3314,81.4682,0.721562
"13528","Cyp2u1",0.347841,0.321259,1
"13529","Sgms2",0.798565,0.836609,0.923575
"13530","Aimp1",68.6637,71.8791,0.885286
"13531","Npnt",1.43403,2.4993,0.0191145
"13532","Gstcd",8.17631,8.44731,0.93507
"13533","Arhgef38",0.315313,0.223016,1
"13534","Tet2",37.6316,11.187,0.000682861
"13535","Mir1895",0,0,1
"13536","4930539C22Rik",0,0,1
"13537","Cisd2",5.23247,5.4315,0.927418
"13538","4930539J05Rik",26.8739,9.1467,0.000682861
"13539","Nfkb1",6.75838,9.16037,0.113173
"13540","4933401H06Rik",0,0,1
"13541","Bank1",0,0.00673903,1
"13542","1700030L20Rik",0.13311,0.18665,1
"13543","Gm4861",0,0,1
"13544","Dapp1",4.26555,2.10258,0.000682861
"13545","Gm5105",0,0,1
"13546","Mttp",0.743903,1.7532,0.000682861
"13547","4930579F01Rik",0.0761041,0,1
"13548","0610031O16Rik",0,0.0132095,1
"13549","Metap1",45.6173,43.8415,0.902009
"13550","4930425O10Rik",0.140977,0.208854,1
"13551","Rap1gds1",8.36941,18.0993,0.000682861
"13552","Pdha2",0.119749,0.174498,1
"13553","Bmpr1b",0.0393836,0.192894,1
"13554","Pdlim5",13.5826,13.9898,0.935515
"13555","Pkn2",32.4297,31.4919,0.927866
"13556","Gm6260",0,0,1
"13557","Lmo4",7.22255,14.3408,0.000682861
"13558","Hs2st1",10.4845,8.9291,0.48887
"13559","Sh3glb1",10.0777,16.9398,0.000682861
"13560","Clca1",0.0243284,0.0306401,1
"13561","Clca2",0.298687,0.353562,1
"13562","Clca4",2.37869,1.10548,0.000682861
"13563","Gm6289",0.28942,0.25172,1
"13564","AI747448",0.0127381,0.27548,1
"13565","Clca6",0.380874,0.831848,0.0218415
"13566","Clca3",0.0225874,0.162932,1
"13567","Clca5",0,0.012179,1
"13568","Cyr61",5.10624,3.0698,0.0280586
"13569","Wdr63",0.00354984,0.0529125,1
"13570","Gm10636",0.283759,0.256882,1
"13571","Spata1",0.66856,1.24903,0.443294
"13572","Rpf1",57.8225,39.5007,0.0283052
"13573","Dnase2b",0.00487538,0,1
"13574","4930503B20Rik",0.0260879,0.0353008,1
"13575","Prkacb",12.2573,16.4365,0.115929
"13576","Lphn2",4.30599,14.3553,0.000682861
"13577","Ifi44",0.027183,0.0191874,1
"13578","H28",0,0,1
"13579","Ptgfr",0.0648222,0.041179,1
"13580","Gipc2",0.184464,0.284259,1
"13581","Dnajb4",2.03875,3.66184,0.0116912
"13582","Nexn",0.326733,0.579276,0.0973525
"13583","Fam73a",17.0656,16.3645,0.898951
"13584","Ak5",0.0375726,0.0802446,1
"13585","St6galnac5",0.0385633,0,1
"13586","St6galnac3",3.47304,1.7838,0.00180283
"13587","5730460C07Rik",0.109398,0.182236,1
"13588","2510003D18Rik",0,0.0371264,1
"13589","Msh4",0.25993,0.315843,1
"13590","Rabggtb",348.238,218.721,0.775633
"13591","Snord45b",275.661,439.839,0.873726
"13592","Acadm",99.6503,46.3713,0.000682861
"13593","Lhx8",0.0564152,0.0522383,1
"13594","Tyw3",1.63052,1.2421,0.645396
"13595","Tnni3k",0,0,1
"13596","Fpgt",4.52172,3.55662,0.343695
"13597","4930570G19Rik",0.108289,0.0261479,1
"13598","Cth",44.2765,26.7401,0.00126911
"13599","Srsf11",79.0178,77.2897,0.948147
"13600","Lrrc7",0,0,1
"13601","Vmn1r2",0,0,1
"13602","Tgs1",20.5224,17.568,0.476447
"13603","2210414B05Rik",0.0152152,0,1
"13604","Lyn",1.75479,1.10704,0.0928356
"13605","6330407A03Rik",0.214161,0.321726,1
"13606","Chchd7",29.4751,33.7342,0.706654
"13607","4930423M02Rik",0,0,1
"13608","Fam110b",6.26373,5.40852,0.62159
"13609","Ubxn2b",4.50045,5.18304,0.595072
"13610","Sdcbp",16.7868,22.0728,0.168267
"13611","8430436N08Rik",0,0,1
"13612","Rab2a",48.08,49.4004,0.93536
"13613","Chd7",7.97184,11.6737,0.020742
"13614","Clvs1",0.0379161,0.0132922,1
"13615","4930412C18Rik",0.0122761,0.0123012,1
"13616","Gdf6",0.037011,0.0107561,1
"13617","2610301B20Rik",7.48144,8.88078,0.524308
"13618","Mir684-2",0,0,1
"13619","Trp53inp1",40.0802,55.9037,0.0508521
"13620","Ccne2",4.59467,4.81969,0.968317
"13621","1110037F02Rik",15.3523,14.3902,0.819313
"13622","Fsbp,Rad54b",20.716,32.4508,0.0068792
"13623","Gem",0.581393,1.23246,0.0177048
"13624","Cdh17",0.0822881,0.0339748,1
"13625","1700123M08Rik",0.237373,1.71387,0.00126911
"13626","C430048L16Rik",3.45393,2.81447,0.461895
"13627","Rbm12b",1.80292,1.07785,0.0456342
"13628","Gm11818",0.563586,1.01198,0.104158
"13629","Runx1t1",0.874218,0.646829,0.30061
"13630","Tmem55a",22.8379,25.8575,0.621477
"13631","Gm11837",1.71884,0.944678,0.427404
"13632","Tmem64",37.292,15.0971,0.000682861
"13633","Calb1",0.0330835,0.082317,1
"13634","Nbn",14.4124,13.7639,0.890933
"13635","A530072M11Rik",0.122272,0.111119,1
"13636","Mmp16",0.0934022,0.109019,1
"13637","Cngb3",0.00226885,0,1
"13638","Fam82b",1.78911,1.58104,0.78895
"13639","Slc7a13",0.0186446,0.0820387,1
"13640","Ttpa",4.65575,6.63118,0.12411
"13641","Ggh",5.99634,4.10359,0.15269
"13642","Ccnc",26.4377,18.6782,0.0973525
"13643","Usp45",14.0775,11.1966,0.229665
"13644","Sfrs18",31.6172,33.5646,0.832942
"13645","Coq3",8.98462,7.91381,0.661778
"13646","6230409E13Rik",0.192381,0.754868,0.000682861
"13647","Fbxl4",3.66515,5.3255,0.108561
"13648","Mms22l",25.8307,29.5649,0.539797
"13649","Ndufaf4",9.83392,5.53354,0.00126911
"13650","Gpr63",0.378464,0.689529,0.0860158
"13651","Epha7",1.17647,2.96884,0.000682861
"13652","4930556G01Rik",0.0148397,0.0157853,1
"13653","Map3k7",20.0898,15.4219,0.144751
"13654","Bach2",1.95647,0.583141,0.000682861
"13655","Casp8ap2",21.7793,17.8691,0.307651
"13656","Mdn1",46.6009,38.4517,0.371451
"13657","Lyrm2",7.25683,8.46719,0.618726
"13658","Rragd",9.22052,13.3952,0.0492414
"13659","Ube2j1",3.82357,4.14998,0.81578
"13660","Gabrr2",0.00962549,0.00674528,1
"13661","Gabrr1",0.129447,0.300845,1
"13662","Srsf12",0.603096,0.777681,0.493531
"13663","Rngtt",15.0287,10.3587,0.0370193
"13664","Cnr1",0.104018,0.742288,0.000682861
"13665","Akirin2",48.6275,51.5629,0.915439
"13666","Rars2",27.0831,19.8983,0.101589
"13667","Cga",0.463471,0.0730511,1
"13668","Ifnk",0.174691,0.405094,1
"13669","1700009N14Rik",0.00964538,0,1
"13670","Aco1",24.5685,20.4867,0.370126
"13671","2010003O02Rik",9.2353,7.49337,0.965368
"13672","4930509K18Rik",0,0,1
"13673","Tmem215",0.0146094,0.0502353,1
"13674","Dnaja1",95.4848,71.1326,0.232002
"13675","Spink4",0.0815258,0.246848,1
"13676","Chmp5",46.1055,48.2909,0.885969
"13677","Nfx1",39.4966,41.5613,0.862374
"13678","Mir3094",0,0,1
"13679","Ube2r2",28.3835,30.8804,0.745974
"13680","Ubap1",20.827,20.2164,0.93131
"13681","Nudt2",16.3808,30.6627,0.000682861
"13682","1700066J24Rik",0.879504,0.726926,0.878786
"13683","Dnaic1",0.213694,1.6979,0.0036817
"13684","Galt",12.5149,12.439,0.986851
"13685","Il11ra1",1.21584,1.86012,0.221975
"13686","Gm3893",0.160674,0.619186,0.000682861
"13687","Gm13304",0,0,1
"13688","Gm13308",0,0.470603,1
"13689","Gm13298",0,0,1
"13690","Gm13304",0,0,1
"13691","Ccl27b,Gm13306,Gm2506",0,0,1
"13692","Gm1987",0,0,1
"13693","Ccl19",0,0,1
"13694","Il11ra2",0,0,1
"13695","4933409K07Rik",0.0270834,0.0249292,1
"13696","Ccl21c",0,0,1
"13697","Ccl27b,Gm13306,Gm2506",0,0,1
"13698","N28178",0.0159265,0.0418794,1
"13699","Dnajb5",7.02285,9.10591,0.248595
"13700","1700022I11Rik",0.00937237,0.0396247,1
"13701","Unc13b",5.51383,4.74776,0.548912
"13702","Atp8b5",0.550024,0.146041,0.000682861
"13703","Rusc2",7.14395,1.31011,0.000682861
"13704","Tesk1",3.7173,3.33098,0.752806
"13705","Ccdc107",15.4174,12.5743,0.460623
"13706","Car9",0.29843,2.09709,0.000682861
"13707","Creb3",6.89286,6.17468,0.913318
"13708","Rgp1",6.18846,9.11295,0.147502
"13709","Npr2",0.282442,0.745813,0.00180283
"13710","Tmem8b",2.11595,2.2109,0.917726
"13711","Hrct1",0.0800985,0,1
"13712","5430416O09Rik",0.0872182,0.0674003,1
"13713","A630077J23Rik",0,0.0459943,1
"13714","Olfr155",0,0,1
"13715","Reck",3.14304,3.46933,0.764082
"13716","Glipr2",7.06496,16.6087,0.000682861
"13717","Ccin",0.132689,0.277614,1
"13718","Clta",237.633,120.074,0.000682861
"13719","Gm12504",1.45819,2.00091,0.311983
"13720","Melk",33.99,36.8663,0.761493
"13721","Zcchc7",10.739,12.0477,0.679331
"13722","Grhpr",47.3323,35.7888,0.14858
"13723","Polr1e",11.7253,11.3459,0.929482
"13724","Frmpd1",0.124045,0.246003,1
"13725","Rg9mtd3",7.82519,6.63494,0.554882
"13726","Dcaf10",3.14889,3.87558,0.37777
"13727","Gm829",0,0.011333,1
"13728","Aldh1b1",4.60806,11.0987,0.000682861
"13729","1300002K09Rik",0.12732,0.492124,0.000682861
"13730","E230008N13Rik",0.00419078,0.0227107,1
"13731","Tdrd7",0.323304,0.838467,0.00323854
"13732","Tmod1",0.0677104,0.147733,1
"13733","Ncbp1",44.0323,43.5988,0.977048
"13734","Foxe1",0.0573765,0.0525648,1
"13735","Anp32b",424.599,448.301,0.858023
"13736","Nans",42.4421,42.0123,0.97578
"13737","Galnt12",3.35434,1.65205,0.00126911
"13738","Col15a1",0.0402646,0.0495366,1
"13739","Tgfbr1",10.899,8.7526,0.295349
"13740","Sec61b",114.536,98.1106,0.514984
"13741","Nr4a3",0.389342,0.120141,1
"13742","Stx17",1.28283,1.86851,0.11963
"13743","Invs",1.42536,1.70176,0.889211
"13744","5730528L13Rik",34.7779,28.4519,0.335867
"13745","Tmeff1",81.4538,49.5737,0.000682861
"13746","Murc",1.98052,1.10977,0.0298075
"13747","E130309F12Rik",0.0298663,0.0835205,1
"13748","Zfp189",3.00549,1.60322,0.00534422
"13749","Rnf20",19.1281,13.4012,0.0522622
"13750","Cylc2",0,0.0311366,1
"13751","Smc2",59.0353,59.594,0.978196
"13752","4930547C10Rik",0.0144143,0.0148364,1
"13753","Olfr275",0.0103693,0.0116881,1
"13754","Olfr270",0,0,1
"13755","Nipsnap3a",0,0,1
"13756","Nipsnap3b",25.3131,15.4055,0.00725059
"13757","4930522O17Rik",0,0,1
"13758","Slc44a1",33.5345,16.673,0.000682861
"13759","Fsd1l",9.69606,3.47196,0.000682861
"13760","Fktn",8.19728,7.08616,0.58022
"13761","Tal2",0.192075,5.16156,0.000682861
"13762","Tmem38b",12.5852,12.4645,0.979301
"13763","Zfp462",19.24,20.6785,0.787758
"13764","Rad23b",148.535,98.6742,0.0135632
"13765","Actl7a",0.0316572,0.00835285,1
"13766","BC026590",4.07545,2.59831,0.621928
"13767","Gm12530",0.0180501,0,1
"13768","Palm2",0.317802,0.165847,1
"13769","Akap2",24.3703,4.66181,0.000682861
"13770","Musk",0.026779,0.101864,1
"13771","Zkscan16",0.504119,0.913788,0.0437247
"13772","Dnajc25",3.82967,2.80746,0.264348
"13773","Gng10",8.81256,16.2528,0.00725059
"13774","Ugcg",15.6186,15.1575,0.934507
"13775","Hsdl2",5.64821,6.42143,0.671107
"13776","E130308A19Rik",6.46132,6.35222,0.966149
"13777","Snx30",6.9923,6.42584,0.761715
"13778","Mup6",4.78518,12.4501,0.00180283
"13779","Slc31a2",7.52769,9.2453,0.428746
"13780","Slc31a1",20.2146,24.8948,0.300342
"13781","Prpf4",24.5635,17.6015,0.0481692
"13782","Bspry",2.30405,19.0487,0.000682861
"13783","4933430I17Rik",0.301758,0.328436,1
"13784","Rgs3",3.06996,2.5964,0.578357
"13785","Zfp618",0.235648,1.43267,0.000682861
"13786","Col27a1",0.305285,0.441768,0.218429
"13787","Mir455",0,0,1
"13788","Orm1",0,0,1
"13789","Orm3",0,0,1
"13790","Orm2",0.0987326,0.114704,1
"13791","Atp6v1g1",105.401,72.8148,0.0255142
"13792","6330416G13Rik",2.80886,1.67204,0.0182803
"13793","Pappa",0.0151998,0.0174065,1
"13794","Trim32",5.63415,5.37682,0.90594
"13795","Tlr4",0,0.00596867,1
"13796","C630043F03Rik",0.298284,0.282457,1
"13797","LOC100502924",0,0,1
"13798","LOC100502924",0,0,1
"13799","LOC100502924",0,0,1
"13800","Gm428",0.446459,0.0869797,1
"13801","Gm11240",0,0.104385,1
"13802","Frmd3",0.0759686,0.316281,1
"13803","Kdm4c",34.1874,56.3616,0.000682861
"13804","Tyrp1",0,0.00477196,1
"13805","D4Bwg0951e",3.78376,5.43526,0.147233
"13806","Gm5860",18.4322,20.6087,0.71695
"13807","Snapc3",22.3882,26.3634,0.506006
"13808","4930473A06Rik",1.35373,2.10944,0.0512545
"13809","Cntln",0.2403,0.295359,1
"13810","Sh3gl2",21.0277,3.10843,0.000682861
"13811","Adamtsl1",0.371385,0.0667565,1
"13812","Rraga",64.4016,33.7519,0.000682861
"13813","Dennd4c",11.8677,10.0746,0.451431
"13814","Acer2",1.99095,4.00312,0.000682861
"13815","BC057079",7.71772,11.8208,0.0144923
